id,class,y1,y2,y3,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50,x51,x52,x53,x54,x55,x56,x57,x58,x59,x60,x61,x62,x63,x64,x65,x66,x67,x68,x69,x70,x71,x72,x73,x74,x75,x76,x77,x78,x79,x80,x81,x82,x83,x84,x85,x86,x87,x88,x89,x90,x91,x92,x93,x94,x95,x96,x97,x98,x99,x100
200001,,,,,0.226002241,6.49E-05,0.132346522,-368.6706462,96.07401094,-368.681892,-368.669702,0.819729507,2287.013453,370.1630419,956.0610706,79.61865079,176.9201929,3562.835625,1558.097131,14.85125979,4935.376691,159.8096333,2911.450964,291.7479054,4463.781635,2653.077874,13479.25619,6951.900353,21798.91331,7977.590363,2021.811012,13408.39292,1191.174742,2700.18776,11461.56098,1124.287455,6951.668973,32318.95284,41620.69075,21316.6808,17574.19526,42230.00781,1463.584298,3452.244739,11515.37755,11439.42353,1492.964277,5826.781699,870.0538226,353651.3801,8641.167242,55503.00908,2743.744406,453.5489004,13996.71023,1063.464943,31140.7557,17282.44065,17102.91239,9132.498245,7249.178706,2999.510542,4828.625789,1248.862996,3072.685318,1962.119536,2210.105246,8369.417753,61503.81206,75.46824686,6749.745802,1087.138394,7864.006872,2000.889544,19500.0264,18324.22104,2339.713515,1428.003029,32216.05564,3547.738042,605.290308,5037.257965,5167.636484,35981.01159,16304.56009,3796.435211,225135.367,9563.589828,4560.081222,10064.6028,2867.820823,4223.334029,12.98384942,18.43115472,11.07149819,5.344349289,157.3917188,1733.105035,2139.03347,7279.073141,3484.7723,16080.5958,483.7441991,89.14640854
200002,,,,,0.214187418,6.58E-05,0.130316111,-384.7327584,91.62726747,-384.7440099,-384.7318143,3.928609782,1518.3755,473.1206736,903.8060846,416.0042573,423.0600646,2884.682781,1878.294165,27.57012962,3668.240776,43.34715836,2963.822806,95.42598182,21.39097373,2202.637782,8661.081339,36843.35975,42271.8712,6954.148768,9263.372431,24261.05684,351.7846167,726.608745,12384.75827,1377.645791,36303.53902,986.9448055,45319.41577,34270.69211,13271.63495,8577.229342,7111.805392,2363.977114,3767.575932,12230.82307,462.5945211,13595.30212,777.2899105,231344.9044,12677.20467,42402.53899,2220.100331,790.3874334,115.4272553,2317.154269,16316.41633,10203.85807,10249.17904,8184.745511,3876.479233,6848.08445,4854.085274,12600.59868,5297.707466,12153.01644,5409.055452,699.466507,65419.38909,580.2036199,4243.417118,1713.265522,6184.094015,3598.952491,15980.03256,7813.484595,13340.50818,477.7200658,34335.66235,3686.090467,3789.860858,179.8947973,9300.155112,15966.03358,10299.62419,3324.112806,162167.328,8959.227358,2816.545469,14478.45571,19169.27859,4299.526037,5.598871616,27.00107122,0.178717291,24.2014016,39.39557676,966.7506776,3040.168365,11974.53183,2475.110471,12965.56673,18545.23123,689.0342353
200003,,,,,0.197360519,7.34E-05,0.127443346,-367.4398852,93.45089703,-367.4536258,-367.438941,0.908148784,1829.259159,38.3104758,72.90980429,2827.764216,763.2658597,3108.231215,125.07399,93.20857459,1923.490452,178.3183727,164.4592657,1035.07993,198.1091554,1894.451277,235.5455604,14344.56718,27223.71754,1480.80366,2202.587311,17408.86396,3423.795015,2717.010863,10900.08693,2137.24266,39873.9898,19982.58124,9832.704398,29564.69206,11678.83116,12738.52333,7108.375864,1201.703188,10586.38317,10840.5804,1207.610722,16087.10043,458.5341441,76273.41477,2730.247557,19180.20227,5711.84812,153.19086,7817.593736,7546.195403,21832.16562,21737.75786,3718.362134,7313.207376,6044.345747,7216.667013,5280.318337,16445.98712,217.1058755,10937.15767,5336.749515,13990.0833,6950.299431,75.64872861,1439.710029,569.6831874,9576.372162,12016.90988,16985.43259,25088.88935,9316.6664,297.4752142,2322.500962,2254.705629,208.8315643,4617.700702,10549.85043,20315.60184,1757.275515,2288.854546,184220.2378,9800.593478,19680.0905,23019.87296,1105.146459,1490.328631,5.218154484,34.46528567,76.09224076,46.45782343,443.7559892,86.14049027,1499.171629,17987.83479,3445.933673,7086.954277,2308.805257,337.9991214
200004,,,,,0.215407105,6.24E-05,0.135674963,-384.7165324,90.43878558,-384.7273178,-384.7155882,2.997407171,1593.916745,550.7260721,660.1031535,1637.866371,633.9031311,616.1762681,3101.301559,31.71175138,6166.730733,135.1871994,1875.820023,61.67427224,5395.800003,539.2793647,10171.20773,25969.17828,59109.5878,965.6320391,9287.645,11921.86853,4037.779108,1455.019534,5901.320531,764.140267,25650.95535,35378.46268,11241.59616,12352.97826,56628.52779,20745.36068,3452.031214,1906.562395,2381.913106,592.3341073,1359.777074,5149.805325,35.15370489,330177.3282,21051.50045,12005.85839,6204.717533,26.27619664,4362.376463,9502.968418,14430.71752,19513.99847,30366.83104,953.5611609,2835.51283,4645.476891,6521.562669,13083.6168,11605.23649,14956.63111,5821.269003,6409.167482,62359.77974,338.5618145,4990.590504,1311.867956,4541.725181,12010.65395,13490.51933,20804.35483,4804.393737,1271.512967,22664.23626,5129.277305,3534.436155,3798.713376,25945.01115,21639.365,15251.11212,5392.500695,295178.9511,10434.89133,12111.9108,29526.40807,21558.81924,4072.24604,10.93897988,22.10146615,165.9516555,50.79713777,192.2445421,1611.38519,1041.286098,10741.31896,1557.125375,39992.132,2207.866124,506.6769249
200005,,,,,0.214431735,6.72E-05,0.131065905,-384.7347947,89.19761914,-384.7459607,-384.7338505,4.176791199,1259.899439,888.9867261,1267.080304,188.4462035,475.9137,353.8571678,409.0916343,10.58003126,3326.263425,230.087396,1865.495971,318.0483219,2895.269818,1534.28771,10940.884,26999.37243,7780.870323,7974.594642,6504.543687,14203.00571,704.5857282,2614.328943,9123.448009,2319.461104,42464.25439,34863.93397,27505.20312,4143.643308,53757.9471,27168.90995,7767.149652,582.1727024,2903.813736,5440.595269,332.0993457,19476.86461,1101.001434,5223.37926,27588.59754,55187.75971,4090.362011,491.292347,8649.164517,5622.030665,33839.25244,14944.38616,6233.28568,10469.68727,4061.657955,6522.732195,1128.650088,10282.40334,9685.344613,16212.35367,11746.28749,4237.632776,29465.80208,427.3923617,5726.550845,556.0218164,3254.488106,11589.12698,22543.95225,8827.401664,3765.425054,480.9264335,20271.94897,273.1717112,1255.919712,1035.514808,33152.84152,26178.62441,3263.83829,3615.239576,201483.8073,7589.615866,5332.945716,4624.135117,27465.68086,9963.119343,10.58923245,7.95618176,133.3508951,65.63192862,655.5918053,2600.614565,584.201129,27283.46134,2535.635844,13134.9883,16068.26012,477.3982317
200006,,,,,0.18628288,6.02E-05,0.111355443,-387.6092953,111.1894793,-387.6188001,-387.6083512,0.866960819,1276.92651,948.0558001,1008.551104,2064.02108,1416.821502,1786.05985,113.6875242,34.74478505,1428.731404,145.6976494,1263.848309,995.5561088,5372.86585,624.4873618,3132.743364,30548.59107,51133.53801,3878.699614,3807.3889,3673.205179,808.3112859,499.1270327,3218.582276,2449.14588,38126.42882,2917.472631,44823.26101,2415.180793,20842.71088,25074.34332,660.1234115,342.9158179,10463.12653,210.3263823,975.9721992,19435.19061,1187.496292,187946.6777,10589.76279,53681.34468,7674.85405,715.1926582,1970.659268,961.1701816,23671.7912,17165.20332,13029.11099,10582.88529,1530.704193,6918.359579,2014.484854,22243.91368,1001.256563,7797.144092,11540.13181,4553.73808,61359.45106,433.2862577,6731.267071,1310.612276,9179.473001,1977.045162,18709.06278,24712.90645,13680.21748,169.3401223,23455.60497,3011.804179,787.5075422,1451.477627,10918.9745,19166.36274,19157.12753,3253.985231,321307.9356,1882.892224,15068.14461,33037.63538,14754.81597,967.5794188,7.642424701,25.66071602,105.8900062,71.97097373,828.8385667,1653.043192,1767.157767,3583.775515,227.2607977,20953.06035,11600.79145,20.19382432
200007,,,,,0.198137079,6.93E-05,0.132366215,-404.6082494,87.07768754,-404.6211872,-404.6073052,3.016345356,1757.532081,184.8317386,282.2686957,782.413191,2005.00169,3825.415443,1384.322262,107.1820985,2953.142779,41.71633,1114.391464,434.4744449,3196.745938,2137.48141,13279.62535,29081.38901,1678.931648,7016.064215,7770.763276,7892.904239,2997.101116,3804.48675,38.03283888,986.3221585,29055.90382,23961.46924,8616.957744,3444.454776,18572.25515,13920.10478,3966.079332,1198.03955,2781.350392,8268.512488,969.9264904,1172.944813,386.3881109,60449.17862,19740.75201,72833.34763,6509.692194,616.6859105,17578.67488,5106.917709,4223.29104,288.79715,30896.94474,8625.973877,3120.378902,7119.917989,5285.896342,11649.8145,8181.937151,13707.34928,1050.154413,14798.13817,39850.43847,455.3382853,3353.10617,310.657029,3757.656664,14095.34051,18474.3739,13521.64571,15744.09182,354.6244057,45886.33892,4772.60806,3298.768618,434.0601839,9359.619148,22741.60063,14799.28572,3899.847792,441927.0874,2413.657249,12174.84973,22795.18196,9337.18235,1597.337105,12.36530343,28.52362122,94.18938465,67.79593873,314.4820098,1288.482951,2974.738871,4761.263941,945.2875587,26186.0884,11234.75458,154.9839957
200008,,,,,0.205957306,5.88E-05,0.109528516,-367.5336835,94.45289387,-367.5432065,-367.5327394,1.592321235,1266.622104,390.8515946,1286.767063,2277.958446,286.9733602,2621.515868,2535.262155,60.43354853,1674.303378,79.22730019,3305.149052,3.237356637,6634.884339,106.5659706,1491.115639,12262.81387,7920.337826,7792.523365,3231.689045,3630.26998,1270.162197,4270.700366,3943.170183,2100.701967,6816.850994,21121.09635,34396.37087,32742.08818,40851.74265,50916.48034,4979.657262,189.9203317,6625.488095,7625.07168,2123.954628,19939.69143,140.6182719,369818.9337,24188.93296,74102.42271,2253.707742,519.4643556,4785.761855,6847.53126,7772.526889,16845.51475,11248.38459,1190.058973,6794.256205,360.4295211,4397.096574,11175.45011,3479.82795,3093.417835,11529.54575,2872.345796,52430.69044,540.767287,2935.139838,1517.075665,9593.910425,6135.80112,15466.55673,19149.77097,16309.87608,422.2306128,29691.51946,3400.60996,4459.855061,2687.851779,5359.246342,4973.815679,2525.758172,4969.158253,417650.2407,8145.961161,28358.67503,7770.545553,13491.4552,5632.02186,0.703294768,9.117137196,85.38601113,45.81515278,863.6371206,1116.137777,1423.864105,25209.015,245.4529747,8352.392824,10909.518,629.8855523
200009,,,,,0.226013804,6.52E-05,0.133144016,-368.6832262,94.23534027,-368.6946606,-368.682282,1.335791982,1618.604938,737.6172427,149.9519867,2145.531339,1010.421766,1924.77476,3177.510986,41.3379056,5192.619873,62.54705672,1899.220769,745.2757617,3367.423104,1703.181215,10699.28895,16278.009,63532.86416,5786.098868,2782.821716,10330.9479,3325.327729,2083.762026,9377.707436,587.7057934,37735.92381,32038.95413,2279.877267,30188.12355,6708.853375,38598.04162,7539.820339,2602.198391,6269.154012,10641.57521,9.972186464,18571.89095,242.1613942,60525.44188,15769.59926,34891.93445,6719.643407,752.8565127,15655.86795,8056.459497,31312.07703,821.8633424,22934.28728,7087.254353,4956.674544,2802.974383,3159.459553,8137.32036,3400.788733,8011.45659,4844.277156,3173.673314,38157.74736,365.0034413,2942.545723,962.0133613,855.805263,2891.416787,26917.95918,25911.38315,2695.353227,1189.03506,40159.40842,1639.329934,3352.585272,4047.323659,23202.12968,8588.584078,9624.310191,3727.322412,114713.3105,9080.758472,1574.219486,21996.87801,21225.98778,9681.726176,5.203144805,15.8013749,92.93284601,10.95036008,834.2634848,2870.894781,37.98629773,23023.91945,2785.545798,7111.066924,5139.085276,623.6496453
200010,,,,,0.150893685,6.33E-05,0.217743533,-514.0192501,78.67700354,-514.030278,-514.0183059,1.579923319,1468.153449,642.3352097,653.070673,1505.169143,1860.155254,442.1185083,468.4329483,103.5154623,789.7607855,14.13521268,979.8891703,276.1533115,479.1293619,3463.070323,3521.208405,21129.41705,21081.40539,7737.266679,5481.49193,18871.40801,898.775334,4431.952461,1689.713211,2874.550202,4156.386936,6094.814136,1827.768621,3407.256775,26969.9748,47062.85517,8075.042447,2561.326291,8073.166982,12212.71438,1201.155154,3449.060762,969.7213061,292045.3294,25751.28594,41471.72811,1996.598935,584.2032892,14549.4667,1383.626539,29574.30622,15512.18397,189.5940626,320.7053346,2032.854026,1475.119329,5704.769688,11623.92507,1773.124572,20357.92343,5585.007052,7067.653508,57759.77145,250.5955089,4809.062986,1059.520632,9140.833445,18676.15994,27331.61948,17920.35144,3122.975852,1334.463228,27097.61029,2558.82778,3268.373335,5471.313279,14393.72833,17843.16046,2013.933069,521.2070848,233636.3731,11376.4614,12100.4272,34424.15048,22971.81148,11206.30593,10.60058948,7.423350994,92.8698597,28.76398285,448.1971159,206.6168682,1713.055471,7909.296655,1540.555953,32252.37924,18954.62643,144.3614799
